"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000213113.3",1,0,0,0,1,0,0,0
"ENSG00000236246.2",0,0,0,0,0,0,0,0
"ENSG00000236438.7",170,110,323,143,150,157,199,115
"ENSG00000222792.1",0,0,0,1,0,0,1,0
"ENSG00000230304.1",5,5,9,10,9,12,9,5
"ENSG00000226008.1",2,0,1,4,5,2,2,0
"ENSG00000248302.3",0,0,0,0,0,0,0,0
"ENSG00000272602.5",99,73,146,72,144,129,112,100
"ENSG00000250238.1",0,0,0,0,0,0,0,0
"ENSG00000250312.7",149,90,157,86,97,103,137,139
"ENSG00000275426.1",2,1,0,0,2,0,0,1
"ENSG00000250892.1",1,0,0,0,1,0,0,1
"ENSG00000198155.5",14,5,22,8,16,15,5,8
"ENSG00000251188.1",2,1,1,3,2,1,4,0
"ENSG00000251689.1",1,0,0,1,0,2,1,0
"ENSG00000186777.11",4,1,5,3,2,5,2,1
"ENSG00000251535.1",1,1,2,0,0,1,2,0
"ENSG00000131127.13",106,93,174,71,164,168,151,110
"ENSG00000248564.1",0,0,0,0,0,0,0,0
"ENSG00000250321.1",10,4,4,4,9,5,8,5
"ENSG00000207642.1",0,0,0,0,0,0,0,0
"ENSG00000281016.1",1,1,3,0,0,0,2,1
"ENSG00000249025.1",0,0,0,0,0,0,0,0
"ENSG00000272885.1",1,3,9,0,1,7,2,1
"ENSG00000251595.7",7,4,9,12,16,22,12,3
"ENSG00000182903.15",217,192,337,189,425,456,247,285
"ENSG00000174227.15",1116,951,1210,722,1188,1573,924,1008
"ENSG00000273238.2",0,0,0,0,0,0,0,0
"ENSG00000283183.1",0,0,0,0,0,0,0,0
"ENSG00000133256.12",13,18,29,18,39,41,16,9
"ENSG00000242686.4",0,0,0,0,0,0,0,1
"ENSG00000272927.1",4,0,0,3,0,2,1,1
"ENSG00000169020.9",381,488,606,280,583,776,353,368
"ENSG00000215375.6",352,233,378,182,394,459,322,308
"ENSG00000169026.12",53,67,82,44,69,104,64,78
"ENSG00000185619.18",960,811,976,623,1069,1288,848,1133
"ENSG00000248416.1",1,0,1,0,0,1,0,0
"ENSG00000272588.1",6,4,8,3,7,8,9,2
"ENSG00000249592.5",35,31,59,18,45,61,19,27
"ENSG00000233799.1",5,3,3,1,8,12,5,3
"ENSG00000168993.14",3,2,5,3,2,3,2,0
"ENSG00000260262.1",0,0,0,0,0,0,0,0
"ENSG00000178950.16",1368,1357,1494,887,1598,2062,1197,1456
"ENSG00000127419.16",456,398,460,227,476,436,310,369
"ENSG00000145214.13",502,609,399,250,494,733,407,468
"ENSG00000145217.13",81,47,110,36,105,123,92,97
"ENSG00000127415.12",715,569,557,280,485,652,468,431
"ENSG00000127418.14",544,443,739,424,818,737,596,728
"ENSG00000250259.1",0,1,0,0,0,1,0,0
"ENSG00000178222.12",23,18,89,42,154,127,12,11
"ENSG00000251639.2",0,1,3,1,1,0,0,0
"ENSG00000251652.1",0,0,0,0,0,1,0,1
"ENSG00000215367.10",0,0,0,0,1,1,0,0
"ENSG00000212458.1",0,0,0,0,0,0,0,0
"ENSG00000227189.2",0,0,0,0,8,1,1,0
"ENSG00000159674.11",13725,8484,8034,2444,18574,7659,9251,4603
"ENSG00000273179.1",404,165,169,23,282,100,183,73
"ENSG00000280927.1",38,32,42,19,42,45,33,17
"ENSG00000159692.15",2031,1503,1941,905,2131,1999,1575,1338
"ENSG00000196810.4",377,232,460,179,405,357,327,268
"ENSG00000090316.15",1292,1107,1511,758,1389,1648,1138,1253
"ENSG00000163945.16",1032,912,545,265,467,640,446,379
"ENSG00000254094.1",1,1,0,1,0,0,4,0
"ENSG00000253399.1",4,1,0,0,0,1,0,0
"ENSG00000235608.1",0,0,0,0,0,0,0,0
"ENSG00000272783.1",0,0,0,0,0,0,0,0
"ENSG00000244459.2",11,30,37,21,22,32,10,21
"ENSG00000174137.12",23,44,35,23,23,43,30,47
"ENSG00000207009.1",0,0,0,0,0,0,0,0
"ENSG00000163950.12",697,721,738,526,817,1017,617,755
"ENSG00000270195.1",12,18,22,9,11,18,9,12
"ENSG00000168936.10",1492,1392,1521,1010,1415,1951,1163,1364
"ENSG00000013810.18",97,124,125,56,79,117,74,80
"ENSG00000068078.18",18,22,8,4,3,7,10,13
"ENSG00000168924.14",594,693,610,474,717,1060,525,627
"ENSG00000109685.17",981,670,1126,506,1056,1046,835,634
"ENSG00000249784.1",2,0,0,0,0,0,0,0
"ENSG00000185049.14",421,333,449,239,441,533,388,366
"ENSG00000284587.1",0,0,0,0,0,0,0,0
"ENSG00000243449.6",74,92,54,39,46,97,60,66
"ENSG00000185818.7",1,3,3,3,2,1,4,2
"ENSG00000130997.16",65,62,44,22,55,31,57,36
"ENSG00000249006.1",2,0,0,0,0,0,0,1
"ENSG00000250623.1",1,0,0,0,0,0,0,0
"ENSG00000214367.7",204,174,248,139,223,247,180,178
"ENSG00000249047.2",0,0,2,1,0,0,1,1
"ENSG00000123933.16",4467,3710,3995,1743,4174,3715,3103,3052
"ENSG00000284276.1",0,0,0,0,0,0,0,0
"ENSG00000159733.13",234,204,264,136,228,298,196,167
"ENSG00000251148.1",2,0,1,1,1,0,0,2
"ENSG00000239247.3",0,0,0,0,2,1,0,1
"ENSG00000249077.1",0,0,0,0,0,3,0,1
"ENSG00000206113.10",1,0,2,1,1,1,0,1
"ENSG00000063978.15",1123,1005,1298,789,1404,1644,1017,1047
"ENSG00000248399.1",0,0,1,0,0,0,0,1
"ENSG00000251229.1",2,4,1,0,3,1,1,1
"ENSG00000125386.15",687,592,787,448,891,974,632,626
"ENSG00000248155.1",2,2,6,2,5,4,0,2
"ENSG00000206738.1",0,0,0,0,0,0,0,0
"ENSG00000168884.14",608,796,636,438,599,1048,474,727
"ENSG00000087266.15",500,208,589,214,540,415,537,305
"ENSG00000087274.16",6808,6545,8305,5408,8586,11040,6135,7781
"ENSG00000109736.14",967,1164,1038,690,904,1840,801,1176
"ENSG00000249673.6",333,218,368,133,321,340,233,202
"ENSG00000087269.15",657,749,742,546,892,1167,650,740
"ENSG00000125388.19",131,100,173,86,189,154,157,139
"ENSG00000197386.12",2127,1494,1926,1063,2065,2604,1702,1669
"ENSG00000199335.1",0,0,0,0,0,0,0,0
"ENSG00000251075.1",0,0,0,0,0,1,0,0
"ENSG00000278778.1",0,0,0,0,0,0,0,0
"ENSG00000274693.1",0,0,0,0,0,0,0,0
"ENSG00000188981.10",5,0,0,3,5,11,1,1
"ENSG00000159788.19",524,417,460,242,578,579,427,401
"ENSG00000248840.2",1,0,1,2,3,5,1,0
"ENSG00000248843.1",0,1,0,0,0,0,0,0
"ENSG00000109758.8",4,3,4,3,9,6,0,2
"ENSG00000175920.17",1,1,3,1,1,1,0,0
"ENSG00000163956.11",2106,1593,2900,1381,2607,2995,2138,2105
"ENSG00000270090.5",0,0,0,0,0,0,0,1
"ENSG00000216560.4",0,0,0,0,0,0,0,0
"ENSG00000250681.1",0,0,0,0,0,0,0,0
"ENSG00000250632.1",0,0,0,0,0,0,0,0
"ENSG00000250986.1",0,2,0,0,1,3,0,0
"ENSG00000184160.7",1,5,1,2,3,15,0,0
"ENSG00000251166.1",0,0,0,0,0,0,0,0
"ENSG00000234386.4",1,1,0,0,0,0,2,2
"ENSG00000249522.1",0,0,0,0,0,0,0,0
"ENSG00000253917.4",0,0,0,0,0,0,0,0
"ENSG00000271977.1",0,0,0,0,0,0,0,0
"ENSG00000251271.3",6,5,4,1,7,8,3,0
"ENSG00000251669.5",64,40,72,21,81,59,55,23
"ENSG00000250476.1",0,0,0,0,1,1,0,0
"ENSG00000284727.1",0,0,1,4,0,2,0,1
"ENSG00000243894.1",8,5,6,2,5,5,3,6
"ENSG00000250940.1",0,0,0,0,0,0,0,0
"ENSG00000248669.1",0,0,0,0,0,0,0,0
"ENSG00000198787.5",0,0,0,0,0,0,0,0
"ENSG00000250381.1",2,0,0,2,1,1,2,0
"ENSG00000250710.3",0,0,0,0,0,0,0,0
"ENSG00000249844.1",0,0,0,0,0,0,0,0
"ENSG00000163982.5",0,1,0,0,0,0,0,0
"ENSG00000132406.11",337,346,377,313,342,564,321,383
"ENSG00000145220.13",128,117,159,102,170,231,121,145
"ENSG00000168826.15",82,64,93,33,103,94,56,56
"ENSG00000248516.1",1,0,0,0,0,0,0,0
"ENSG00000168824.14",2,1,3,1,6,10,0,3
"ENSG00000168818.9",412,413,559,361,573,694,411,428
"ENSG00000248221.1",0,0,0,0,0,0,0,0
"ENSG00000237170.3",0,0,0,0,1,0,0,0
"ENSG00000247708.7",36,27,40,16,36,36,37,32
"ENSG00000280310.1",3,4,0,1,1,3,1,2
"ENSG00000273396.1",0,0,0,0,0,0,0,0
"ENSG00000163132.6",25,27,95,52,67,83,76,54
"ENSG00000251587.1",0,0,0,0,1,1,0,0
"ENSG00000200761.1",0,0,0,0,0,0,0,0
"ENSG00000170891.10",2,3,40,18,122,227,5,10
"ENSG00000152953.12",34,34,119,35,116,213,18,30
"ENSG00000252266.1",0,0,0,0,0,0,0,0
"ENSG00000201496.1",2,0,0,0,0,1,0,1
"ENSG00000082929.8",1,1,1,1,0,3,3,2
"ENSG00000173040.12",429,483,464,334,493,626,385,537
"ENSG00000072840.12",3553,2545,3794,1711,3094,3657,2957,3039
"ENSG00000072832.14",605,443,735,369,710,745,582,559
"ENSG00000181215.15",0,0,0,0,0,0,0,0
"ENSG00000263631.1",0,0,0,0,0,0,0,0
"ENSG00000152969.19",0,0,0,0,0,0,0,0
"ENSG00000284684.1",0,0,0,0,0,0,0,0
"ENSG00000249896.2",0,0,0,0,0,0,0,0
"ENSG00000251408.1",0,0,0,0,0,0,0,0
"ENSG00000109501.13",1575,2000,2071,1487,1414,2629,1822,2807
"ENSG00000074211.13",7,8,9,24,8,5,9,14
"ENSG00000013288.8",3031,2465,4089,2354,4067,5100,2208,2814
"ENSG00000179010.14",4068,3632,4514,2603,4676,5497,3895,3684
"ENSG00000251580.2",14,11,23,12,23,24,11,13
"ENSG00000284847.1",0,1,0,0,0,1,0,1
"ENSG00000170846.17",192,147,242,136,193,150,204,156
"ENSG00000246526.2",3,1,0,0,1,2,1,5
"ENSG00000279859.2",0,0,3,0,0,2,0,0
"ENSG00000163993.6",0,0,0,1,0,0,1,1
"ENSG00000282742.1",0,0,0,0,0,1,0,0
"ENSG00000178988.10",968,767,1148,583,1189,1220,928,835
"ENSG00000186222.4",188,156,193,101,196,246,165,164
"ENSG00000170871.11",1228,976,1539,835,1737,2045,1203,1182
"ENSG00000132405.18",655,481,638,280,757,800,563,524
"ENSG00000187904.3",0,0,0,0,0,0,1,0
"ENSG00000202392.1",1,1,0,0,0,0,0,0
"ENSG00000245748.1",3,0,5,1,5,3,4,1
"ENSG00000173013.5",34,31,35,19,28,31,31,25
"ENSG00000173011.11",465,452,547,284,480,555,476,441
"ENSG00000109519.12",292,365,348,215,346,663,201,287
"ENSG00000245468.3",10,1,13,7,13,11,9,10
"ENSG00000200867.1",0,0,0,0,0,0,0,0
"ENSG00000184985.16",28,50,39,62,27,59,70,176
"ENSG00000264658.1",0,0,0,0,0,0,0,0
"ENSG00000178597.6",0,0,0,0,0,0,0,0
"ENSG00000266690.1",0,0,0,0,0,0,0,0
"ENSG00000272620.1",6,4,9,0,9,7,9,3
"ENSG00000196526.10",2169,1265,2769,796,2787,2420,2200,1647
"ENSG00000228919.5",4,0,1,1,1,1,0,3
"ENSG00000163995.19",1,1,0,0,4,40,1,2
"ENSG00000207807.1",0,0,0,0,0,0,0,0
"ENSG00000273267.1",0,0,0,0,0,0,0,0
"ENSG00000251460.1",0,0,0,0,0,0,0,0
"ENSG00000250471.2",34,27,42,19,42,49,30,26
"ENSG00000125089.16",7,2,14,1,9,9,3,0
"ENSG00000170801.9",1354,1421,1230,465,1247,776,1035,1030
"ENSG00000249145.2",0,0,0,0,0,0,0,0
"ENSG00000251615.3",119,116,134,96,124,115,151,114
"ENSG00000087008.15",354,297,413,203,465,536,246,297
"ENSG00000202054.1",0,0,0,1,0,0,0,0
"ENSG00000155275.18",167,159,193,101,195,247,174,177
"ENSG00000251186.1",0,1,0,0,0,0,0,0
"ENSG00000205959.3",13,11,22,11,6,15,12,13
"ENSG00000155269.11",18,2,25,3,15,10,28,5
"ENSG00000109625.18",117,39,146,25,154,99,155,55
"ENSG00000250915.1",0,0,0,0,0,0,0,0
"ENSG00000215612.7",0,0,0,0,0,0,0,0
"ENSG00000258507.1",0,0,0,0,0,0,0,0
"ENSG00000197468.5",0,0,0,0,0,0,0,0
"ENSG00000249272.1",7,5,4,4,7,7,2,2
"ENSG00000250804.1",0,0,0,0,0,0,0,0
"ENSG00000249347.1",0,0,0,0,0,0,1,0
"ENSG00000284636.1",0,0,0,0,0,0,1,0
"ENSG00000271057.1",0,0,1,0,0,0,0,0
"ENSG00000251313.1",0,0,0,0,0,0,0,2
"ENSG00000250342.1",0,0,0,1,1,1,0,0
"ENSG00000249767.1",5,2,1,0,3,4,8,0
"ENSG00000163612.10",1,4,3,2,1,5,0,1
"ENSG00000250268.3",1,0,1,1,0,1,0,0
"ENSG00000229924.3",1,1,3,0,3,0,0,1
"ENSG00000231396.2",0,0,0,0,0,0,0,0
"ENSG00000233136.2",0,0,0,0,0,0,0,0
"ENSG00000227551.1",0,0,0,0,0,0,0,0
"ENSG00000232399.3",0,0,0,0,0,0,0,0
"ENSG00000249482.1",0,0,0,0,0,0,0,0
"ENSG00000223569.6",0,0,0,0,0,0,0,0
"ENSG00000250231.1",0,0,0,0,0,0,0,0
"ENSG00000249104.2",0,0,0,0,0,0,0,0
"ENSG00000250844.2",0,0,0,0,0,0,0,0
"ENSG00000248920.2",0,0,0,0,0,0,0,0
"ENSG00000250745.2",0,0,0,0,0,0,0,0
"ENSG00000249811.2",0,0,0,0,0,0,0,0
"ENSG00000248933.2",0,0,0,0,0,0,0,0
"ENSG00000250913.2",0,0,0,0,0,0,0,0
"ENSG00000232264.4",0,0,0,0,0,0,0,0
"ENSG00000230430.4",0,0,0,0,0,0,0,0
"ENSG00000229579.4",0,0,0,0,0,0,0,0
"ENSG00000227140.3",0,0,0,0,0,0,0,0
"ENSG00000235780.3",0,0,0,0,0,0,0,0
"ENSG00000231051.3",0,0,0,0,0,0,0,0
"ENSG00000231637.3",0,0,0,0,0,0,0,0
"ENSG00000251694.1",0,0,0,0,0,0,0,0
"ENSG00000228856.3",0,0,0,0,0,0,0,0
"ENSG00000205946.1",0,0,0,0,0,0,0,0
"ENSG00000219492.4",0,0,0,0,0,0,0,0
"ENSG00000188438.4",0,0,0,0,0,0,0,0
"ENSG00000252307.1",0,0,0,0,0,0,0,0
"ENSG00000232773.2",0,0,0,0,0,0,0,0
"ENSG00000186146.1",0,0,0,0,0,0,0,0
"ENSG00000248364.1",0,0,0,0,1,0,0,0
"ENSG00000284689.1",1,0,1,0,0,2,0,0
"ENSG00000250884.1",0,0,0,0,0,0,1,0
"ENSG00000251624.1",7,7,3,6,8,10,4,4
"ENSG00000249866.1",0,0,0,0,0,0,0,0
"ENSG00000249443.1",0,0,0,0,0,0,0,0
"ENSG00000284648.1",4,2,5,1,3,2,2,2
"ENSG00000242034.1",0,0,1,0,0,0,0,0
"ENSG00000221275.1",0,0,0,0,0,0,0,0
"ENSG00000244004.1",0,0,0,0,0,0,0,0
"ENSG00000249799.1",0,0,0,0,0,0,0,0
"ENSG00000250942.1",1,0,2,2,0,3,1,0
"ENSG00000186234.7",2,0,1,0,1,1,2,0
"ENSG00000251087.3",0,0,0,1,0,0,0,0
"ENSG00000203436.2",0,0,0,0,1,0,0,0
"ENSG00000249563.1",0,0,0,0,0,0,0,0
"ENSG00000250425.1",0,0,0,0,0,0,0,0
"ENSG00000109667.11",106,104,160,119,141,253,97,121
"ENSG00000169676.5",0,0,0,0,0,0,0,0
"ENSG00000252002.1",0,1,0,0,0,0,0,0
"ENSG00000249219.1",0,0,0,0,0,0,0,0
"ENSG00000250413.1",0,0,0,0,0,0,0,0
"ENSG00000261490.1",39,76,42,63,42,171,28,70
"ENSG00000071127.16",7131,9962,8866,8071,7772,23142,6214,9821
"ENSG00000264931.1",1,1,2,0,0,4,0,0
"ENSG00000223086.1",0,1,1,1,0,2,0,0
"ENSG00000250393.1",0,0,0,0,0,0,0,0
"ENSG00000251296.1",0,0,0,0,0,0,0,0
"ENSG00000248777.1",0,0,0,0,0,0,0,0
"ENSG00000271544.1",0,0,0,0,0,0,0,0
"ENSG00000250040.2",0,0,0,0,0,0,0,0
"ENSG00000250573.1",0,0,0,0,0,0,0,0
"ENSG00000250074.1",0,0,0,0,0,0,0,0
"ENSG00000250505.1",0,0,0,0,0,0,0,0
"ENSG00000251278.1",0,0,0,0,0,0,0,0
"ENSG00000251338.1",0,0,0,0,0,0,0,0
"ENSG00000250613.1",0,0,0,0,0,0,0,0
"ENSG00000178163.7",507,435,596,289,424,472,481,446
"ENSG00000248419.2",0,0,0,0,0,0,0,0
"ENSG00000109684.14",0,0,0,0,0,0,0,0
"ENSG00000249334.1",0,0,0,0,0,0,0,0
"ENSG00000283083.1",0,0,0,0,0,0,0,0
"ENSG00000207716.1",0,0,0,0,0,0,0,0
"ENSG00000250896.1",93,101,77,53,115,164,64,113
"ENSG00000002587.9",2,0,1,0,0,2,0,0
"ENSG00000222182.1",0,0,0,0,0,0,0,0
"ENSG00000251152.1",0,0,0,0,0,0,0,0
"ENSG00000249631.5",0,0,0,0,0,0,0,0
"ENSG00000248300.1",0,0,0,0,0,0,0,0
"ENSG00000248262.1",0,0,0,0,0,0,0,0
"ENSG00000251210.5",0,0,0,0,0,0,0,0
"ENSG00000212282.1",0,0,0,0,0,0,0,0
"ENSG00000249995.1",0,0,0,0,0,0,0,0
"ENSG00000249780.1",0,0,0,0,1,0,0,0
"ENSG00000250371.1",0,0,0,0,0,1,0,0
"ENSG00000250098.1",0,1,0,0,0,0,0,0
"ENSG00000283271.1",0,0,0,0,0,0,0,0
"ENSG00000205940.8",18,21,31,19,25,24,9,5
"ENSG00000157869.14",328,281,323,186,319,358,215,270
"ENSG00000281202.2",0,0,0,0,0,0,0,0
"ENSG00000109705.7",4,8,18,8,10,2,6,9
"ENSG00000246095.2",1,0,4,1,0,0,0,0
"ENSG00000038219.12",2340,1842,2723,1370,3114,3401,2243,2427
"ENSG00000266240.1",0,0,1,0,0,0,0,0
"ENSG00000249148.2",1,0,0,1,1,0,1,1
"ENSG00000242209.1",0,0,0,0,0,0,0,0
"ENSG00000250634.5",0,0,0,0,1,0,1,0
"ENSG00000250497.1",0,0,0,0,1,0,0,0
"ENSG00000224569.3",0,0,0,0,0,0,0,0
"ENSG00000248698.6",0,2,3,0,0,1,0,3
"ENSG00000251679.1",1,0,0,0,0,0,0,0
"ENSG00000249988.1",0,0,0,0,0,0,0,0
"ENSG00000251412.1",0,0,0,0,0,0,0,0
"ENSG00000248425.1",0,0,0,0,0,0,0,0
"ENSG00000248360.7",1,0,2,1,2,2,0,3
"ENSG00000251252.1",0,0,0,0,0,0,0,0
"ENSG00000202449.1",0,0,0,0,0,0,0,0
"ENSG00000247624.6",2,1,5,2,3,6,3,3
"ENSG00000137449.15",387,386,571,379,565,733,319,457
"ENSG00000249252.5",1,1,4,4,1,4,2,3
"ENSG00000199420.1",0,0,0,0,0,0,0,0
"ENSG00000163145.12",137,81,224,244,184,310,175,289
"ENSG00000251379.1",0,0,0,0,1,3,0,1
"ENSG00000048342.15",1051,742,994,442,1198,969,828,635
"ENSG00000249930.1",1,0,0,0,0,0,0,0
"ENSG00000273133.1",1,0,0,0,2,4,0,0
"ENSG00000118564.14",957,908,1064,728,1093,1160,935,961
"ENSG00000237765.6",261,247,410,338,304,425,332,363
"ENSG00000109743.10",221,221,465,333,511,721,356,383
"ENSG00000214846.4",5,9,2,4,11,13,5,3
"ENSG00000248188.2",0,0,1,1,0,0,1,1
"ENSG00000004468.12",3,1,0,0,3,1,2,1
"ENSG00000251644.1",0,0,0,0,0,0,0,0
"ENSG00000137440.4",0,0,0,0,0,0,0,0
"ENSG00000137441.7",0,0,0,0,0,0,0,0
"ENSG00000007062.11",1,0,1,0,0,1,0,0
"ENSG00000169762.16",292,246,375,241,323,330,283,332
"ENSG00000249234.1",0,0,2,0,0,1,0,0
"ENSG00000263327.6",19,7,38,10,20,27,12,10
"ENSG00000242358.1",0,0,0,0,0,0,0,0
"ENSG00000248851.1",0,0,0,0,0,0,0,0
"ENSG00000249506.3",1,2,4,0,5,2,2,5
"ENSG00000248138.5",0,1,0,0,0,1,0,0
"ENSG00000169744.12",989,462,1008,214,1181,536,1048,338
"ENSG00000249998.1",0,0,0,0,0,0,0,0
"ENSG00000251212.1",0,0,0,0,0,0,0,0
"ENSG00000250819.1",0,0,0,0,0,0,0,0
"ENSG00000206780.1",0,0,0,0,0,0,0,0
"ENSG00000215278.4",0,0,0,0,0,0,0,0
"ENSG00000151552.11",455,406,492,304,441,514,390,299
"ENSG00000249581.2",0,0,0,0,1,0,0,0
"ENSG00000249488.1",1,0,0,0,0,0,0,0
"ENSG00000283219.1",0,0,0,0,0,0,0,0
"ENSG00000002549.12",1459,1294,1317,998,1451,1824,853,1031
"ENSG00000249502.1",2,4,4,2,2,2,2,2
"ENSG00000118579.12",997,1042,1212,902,1206,1657,911,1418
"ENSG00000047662.4",9,1,7,10,3,11,4,5
"ENSG00000163257.10",604,545,675,478,776,959,554,559
"ENSG00000109805.9",84,57,63,27,71,60,44,26
"ENSG00000178177.15",180,183,205,112,311,273,159,211
"ENSG00000235413.3",0,1,2,2,1,2,1,1
"ENSG00000251048.1",0,0,0,0,0,0,0,0
"ENSG00000279918.1",0,0,0,0,0,0,0,0
"ENSG00000248238.1",0,1,1,0,0,0,0,0
"ENSG00000251816.1",0,0,0,0,0,0,0,0
"ENSG00000279379.1",0,0,0,0,0,0,0,0
"ENSG00000248515.1",0,0,0,0,0,0,0,0
"ENSG00000249441.1",0,0,0,0,0,0,0,0
"ENSG00000241612.1",130,135,147,73,165,141,98,76
"ENSG00000250611.1",0,0,0,0,0,0,0,0
"ENSG00000145147.19",746,824,1498,911,1303,1889,1247,1788
"ENSG00000248228.1",0,0,0,0,0,0,1,0
"ENSG00000207732.1",0,0,0,0,0,0,0,0
"ENSG00000163138.18",175,138,223,131,185,226,185,172
"ENSG00000185774.15",18,13,31,9,22,31,16,20
"ENSG00000272995.1",0,0,1,0,0,2,0,1
"ENSG00000250243.2",0,0,0,0,0,0,0,0
"ENSG00000283281.1",0,0,0,0,0,0,0,0
"ENSG00000250092.2",0,0,0,0,0,0,0,0
"ENSG00000242768.2",0,0,0,0,0,0,0,0
"ENSG00000248343.1",0,0,0,0,0,0,0,0
"ENSG00000280650.1",0,0,0,0,0,0,0,0
"ENSG00000250039.3",1,2,0,0,1,2,1,1
"ENSG00000239001.1",0,0,0,0,0,0,0,0
"ENSG00000152990.13",876,499,650,245,1252,699,780,439
"ENSG00000244538.1",49,40,19,6,22,30,15,9
"ENSG00000251516.1",0,0,0,0,0,0,0,0
"ENSG00000249948.6",1,4,1,1,1,10,0,2
"ENSG00000237350.1",354,277,319,178,382,412,211,233
"ENSG00000248837.5",0,0,0,0,0,0,0,0
"ENSG00000249645.1",0,0,0,0,0,0,0,0
"ENSG00000249547.1",0,0,0,0,0,0,0,0
"ENSG00000251220.2",0,0,0,0,0,0,0,0
"ENSG00000250137.1",0,0,0,0,1,0,0,0
"ENSG00000251292.1",0,0,0,0,0,0,0,0
"ENSG00000109819.8",136,104,91,45,438,434,73,61
"ENSG00000249453.1",0,0,0,0,0,0,0,0
"ENSG00000109606.12",2629,2359,2612,1559,2671,3917,2179,2397
"ENSG00000207697.1",1,1,0,1,1,2,0,3
"ENSG00000243005.3",0,0,0,0,0,0,0,0
"ENSG00000249256.2",0,0,0,1,0,0,0,0
"ENSG00000261121.1",18,0,22,1,8,4,7,1
"ENSG00000251638.1",0,0,0,0,0,0,0,0
"ENSG00000248444.1",0,0,0,0,0,0,0,0
"ENSG00000109610.5",3475,2492,6785,3724,3336,4363,5899,5547
"ENSG00000181982.18",523,401,583,290,565,634,459,395
"ENSG00000153012.11",4,0,28,6,0,1,0,1
"ENSG00000109618.11",242,155,302,176,263,250,221,233
"ENSG00000281501.1",5,3,6,3,13,10,16,5
"ENSG00000281028.1",1,0,0,0,1,0,1,0
"ENSG00000271172.1",0,0,0,0,0,1,1,2
"ENSG00000038210.12",253,262,235,171,205,245,221,185
"ENSG00000278135.1",0,0,0,0,0,0,0,0
"ENSG00000168228.14",209,132,230,125,223,252,169,159
"ENSG00000053900.10",549,487,638,362,580,732,525,548
"ENSG00000249320.1",0,0,0,0,0,0,0,0
"ENSG00000248608.2",0,0,0,0,0,0,0,0
"ENSG00000238632.1",0,0,0,0,0,0,0,0
"ENSG00000248545.2",0,0,0,0,0,0,0,0
"ENSG00000228154.3",0,0,0,1,0,0,0,0
"ENSG00000157765.12",0,2,0,0,0,0,0,0
"ENSG00000242640.1",0,0,0,0,0,0,0,1
"ENSG00000249277.1",0,0,0,0,0,0,0,0
"ENSG00000250050.1",0,2,1,0,0,0,0,0
"ENSG00000248133.1",0,0,0,0,0,0,0,0
"ENSG00000251353.1",0,0,0,0,0,0,0,0
"ENSG00000248654.1",0,0,0,0,0,0,0,0
"ENSG00000091490.10",1481,693,2455,965,1995,2380,2112,1361
"ENSG00000250541.1",0,0,1,0,0,1,0,0
"ENSG00000250317.8",500,364,473,294,500,496,356,372
"ENSG00000251009.2",0,1,1,0,0,2,1,0
"ENSG00000283314.1",0,0,0,0,1,1,1,0
"ENSG00000248452.2",0,0,0,0,0,0,0,0
"ENSG00000168214.20",7564,4020,9940,3604,6499,5652,7027,4172
"ENSG00000163394.5",851,209,2436,292,507,109,4297,937
"ENSG00000109680.10",765,416,1270,385,718,482,498,385
"ENSG00000200999.1",0,0,3,0,0,2,0,0
"ENSG00000109689.15",1511,784,2180,493,1296,981,1564,667
"ENSG00000240005.5",4,3,8,0,1,1,9,7
"ENSG00000248340.2",0,0,0,0,0,0,0,0
"ENSG00000251080.1",0,0,0,0,0,0,0,0
"ENSG00000205830.1",0,0,0,0,0,0,0,0
"ENSG00000249699.1",0,0,0,0,0,0,1,2
"ENSG00000222206.1",0,0,0,0,0,0,0,0
"ENSG00000251325.1",1,0,0,2,0,0,2,2
"ENSG00000250858.1",0,0,0,0,0,0,0,0
"ENSG00000251410.1",0,0,0,0,0,0,0,0
"ENSG00000250038.5",0,0,0,0,0,0,0,1
"ENSG00000250064.1",0,0,0,0,1,0,2,0
"ENSG00000243548.3",0,0,0,0,0,0,0,2
"ENSG00000283275.1",0,0,0,0,0,0,0,0
"ENSG00000250927.1",1,0,13,2,0,0,0,0
"ENSG00000250190.1",0,0,1,0,0,0,0,0
"ENSG00000276507.1",0,0,0,0,0,0,0,0
"ENSG00000249228.1",0,0,1,0,0,0,0,0
"ENSG00000248176.1",0,0,0,0,0,0,0,0
"ENSG00000248338.1",0,0,0,0,0,0,0,0
"ENSG00000251373.1",0,0,0,0,0,0,0,0
"ENSG00000251113.2",0,0,0,0,0,0,0,0
"ENSG00000283666.1",0,0,0,0,0,0,0,0
"ENSG00000249542.2",0,0,0,0,0,0,0,0
"ENSG00000249564.1",0,0,0,0,0,0,0,0
"ENSG00000244031.3",0,0,0,0,0,0,0,0
"ENSG00000248281.1",0,0,0,0,0,0,0,0
"ENSG00000169851.15",34,64,342,341,9,18,712,750
"ENSG00000249678.1",0,0,0,0,0,0,0,0
"ENSG00000250624.1",0,0,0,0,0,0,0,0
"ENSG00000251182.1",0,0,0,0,0,0,0,0
"ENSG00000251434.1",0,0,0,0,0,0,0,0
"ENSG00000249882.1",0,0,0,0,0,0,0,0
